prov	reg	POPOLAZIONE	L'ADIGE	ALTO ADIGE/TRENTINO	L'ARENA	AVVENIRE	IL CENTRO	CORRIERE ADRIATICO	CORRIERE DELLA SERA	CORRIERE DELLO SPORT - STADIO	CORRIERE DELL'UMBRIA VT RI SI AR	L'ECO DI BERGAMO	IL FATTO QUOTIDIANO	GAZZETTA DI MANTOVA	LA GAZZETTA DEL MEZZOGIORNO	GAZZETTA DI PARMA	GAZZETTA DI REGGIO	LA GAZZETTA DELLO SPORT	GAZZETTA DEL SUD	IL GAZZETTINO	IL GIORNALE	GIORNALE DI BRESCIA	GIORNALE DI SICILIA	IL GIORNALE DI VICENZA	LIBERTA'	IL MATTINO	IL MATTINO DI PADOVA	IL MESSAGGERO	MESSAGGERO VENETO	LA NUOVA FERRARA	NUOVA GAZZETTA DI MODENA/CARPI	LA NUOVA SARDEGNA	LA NUOVA DI VENEZIA E MESTRE	NUOVO QUOTIDIANO DI PUGLIA	IL PICCOLO	LA PROVINCIA (CO/LC/SO)	LA PROVINCIA PAVESE	QN IL GIORNO	QN LA NAZIONE	QN IL RESTO DEL CARLINO	LA REPUBBLICA	IL SECOLO XIX	LA SICILIA	IL SOLE 24 ORE	LA STAMPA	IL TIRRENO	LA TRIBUNA DI TREVISO	TUTTOSPORT	L'UNIONE SARDA	LEGGO	QUOTIDIANI AUDIPRESS
FROSINONE	Lazio	435	0	0	0	0	0	0	10	28	0	0	2	0	0	0	0	14	0	0	12	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	5	0	0	0	6	0	6	88
L'AQUILA	Abruzzo	268	0	0	0	0	73	0	0	19	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101
TERAMO	Abruzzo	273	0	0	0	0	67	0	0	14	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85
PESCARA	Abruzzo	281	0	0	0	0	45	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66
CHIETI	Abruzzo	344	0	0	0	0	45	0	0	8	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67
CAMPOBASSO	Molise	200	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
ISERNIA	Molise	77	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
NAPOLI	Campania	2652	0	0	0	0	0	0	123	149	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	541
CASERTA	Campania	792	0	0	0	0	0	0	23	61	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	157
BENEVENTO	Campania	247	0	0	0	0	0	0	7	22	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	59
AVELLINO	Campania	374	0	0	0	0	0	0	7	24	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	103
SALERNO	Campania	965	0	0	0	0	0	0	10	29	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	177
BARI	Puglia	1102	0	0	0	0	0	0	17	21	0	0	0	0	126	0	0	73	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	12	0	0	0	14	0	0	215
FOGGIA	Puglia	545	0	0	0	0	0	0	28	37	0	0	0	0	94	0	0	49	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	19	0	0	0	22	0	0	161
TARANTO	Puglia	510	0	0	0	0	0	0	10	25	0	0	0	0	32	0	0	46	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	53	0	0	0	0	0	0	11	0	0	7	0	0	0	16	0	0	118
BRINDISI	Puglia	350	0	0	0	0	0	0	13	14	0	0	0	0	49	0	0	38	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	92	0	0	0	0	0	0	13	0	0	5	0	0	0	14	0	0	137
LECCE	Puglia	708	0	0	0	0	0	0	13	17	0	0	0	0	39	0	0	36	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	137	0	0	0	0	0	0	18	0	0	5	0	0	0	10	0	0	207
BARLETTA-ANDRIA-TRANI	Puglia	339	0	0	0	0	0	0	11	25	0	0	0	0	61	0	0	33	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	3	0	0	0	10	0	0	92
POTENZA	Basilicata	330	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92
MATERA	Basilicata	176	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
REGGIO CALABRIA	Sicilia	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124
COSENZA	Sicilia	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68
CATANZARO	Sicilia	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64
CROTONE	Sicilia	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
VIBO VALENTIA	Sicilia	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
PALERMO	Sicilia	1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	6	0	0	0	0	0	0	0	197
TRAPANI	Sicilia	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
AGRIGENTO	Sicilia	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	0	0	0	0	56
CALTANISSETTA	Sicilia	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	39	0	0	0	0	0	0	0	62
ENNA	Sicilia	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	33	0	0	0	0	0	0	0	50
RAGUSA	Sicilia	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	31	0	0	0	0	0	0	0	41
SIRACUSA	Sicilia	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	46	0	0	0	0	0	0	0	61
MESSINA	Sicilia	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	93	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	14	0	0	0	0	0	0	0	132
CATANIA	Sicilia	959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	171	0	0	0	0	0	0	0	206
CAGLIARI	Sardegna	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	160
SASSARI	Sardegna	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	115
NUORO	Sardegna	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	61
ORISTANO	Sardegna	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	43
OLBIA-TEMPIO	Sardegna	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	63
OGLIASTRA	Sardegna	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	17
MEDIO CAMPIDANO	Sardegna	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	33
CARBONIA-IGLESIAS	Sardegna	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	29
